link,status
https://www.avito.ru/sankt-peterburg/avtomobili/omoda_s5_gt_1.6_amt_2023_11_900_km_4728297669,done
https://www.avito.ru/sankt-peterburg/avtomobili/omoda_s5_1.5_cvt_2024_7361532166,err
https://www.avito.ru/sankt-peterburg/avtomobili/omoda_s5_1.5_cvt_2024_7361782539,err
https://www.avito.ru/sankt-peterburg/avtomobili/omoda_s5_1.5_cvt_2024_7361120228,err
https://www.avito.ru/sankt-peterburg/avtomobili/omoda_s5_1.5_cvt_2024_7361355464,err
https://www.avito.ru/sankt-peterburg/avtomobili/omoda_s5_1.5_cvt_2024_7361348140,err
https://www.avito.ru/sankt-peterburg/avtomobili/omoda_s5_1.5_cvt_2024_7361709256,done
https://www.avito.ru/sankt-peterburg/avtomobili/omoda_s5_1.5_cvt_2024_7361420239,err
https://www.avito.ru/kaliningrad/avtomobili/omoda_s5_gt_1.5_cvt_2024_3_500_km_7335173280,done
https://www.avito.ru/sankt-peterburg/avtomobili/omoda_s5_1.5_cvt_2024_7361046559,err
https://www.avito.ru/sankt-peterburg/avtomobili/omoda_s5_1.5_cvt_2024_7361489418,err
https://www.avito.ru/sankt-peterburg/avtomobili/omoda_s5_1.5_cvt_2024_7361257822,done
https://www.avito.ru/sankt-peterburg/avtomobili/omoda_s5_1.5_cvt_2024_7361486607,err
https://www.avito.ru/sankt-peterburg/avtomobili/omoda_s5_1.5_cvt_2024_7361390080,done
https://www.avito.ru/sankt-peterburg/avtomobili/omoda_s5_1.5_cvt_2024_7361755226,err
https://www.avito.ru/sankt-peterburg/avtomobili/omoda_s5_1.5_cvt_2024_7361987940,err
https://www.avito.ru/sankt-peterburg/avtomobili/omoda_s5_1.5_cvt_2024_7361167414,err
https://www.avito.ru/sankt-peterburg/avtomobili/omoda_s5_1.5_cvt_2024_7361961452,err
https://www.avito.ru/sankt-peterburg/avtomobili/omoda_s5_1.5_cvt_2024_7361312315,err
https://www.avito.ru/sankt-peterburg/avtomobili/omoda_s5_1.5_cvt_2024_7361694323,err
https://www.avito.ru/samara/avtomobili/omoda_c5_1.5_cvt_2024_28_000_km_4543233329,done
https://www.avito.ru/sankt-peterburg/avtomobili/omoda_c5_1.5_cvt_2024_7345430538,err
https://www.avito.ru/kopeysk/avtomobili/omoda_c5_1.5_cvt_2024_4563151546,done
https://www.avito.ru/sankt-peterburg/avtomobili/omoda_c5_1.5_cvt_2024_4578928596,done
https://www.avito.ru/volgograd/avtomobili/omoda_c5_1.5_cvt_2024_4495034433,err
https://www.avito.ru/pyatigorsk/avtomobili/omoda_c5_1.5_cvt_2024_4929752674,err
https://www.avito.ru/kazan/avtomobili/omoda_c5_1.5_cvt_2024_7285990944,done
https://www.avito.ru/armavir/avtomobili/omoda_c5_1.5_cvt_2024_7301642860,err
https://www.avito.ru/volgograd/avtomobili/omoda_c5_1.6_amt_2024_4527375063,err
https://www.avito.ru/moskva/avtomobili/omoda_c5_1.5_cvt_2022_40_000_km_7339800203,err
https://www.avito.ru/sankt-peterburg/avtomobili/omoda_c5_1.5_cvt_2024_7370529611,err
https://www.avito.ru/sankt-peterburg/avtomobili/omoda_c5_1.5_cvt_2024_4386573414,done
https://www.avito.ru/krasnodar/avtomobili/omoda_c5_1.5_cvt_2023_16_000_km_7339201965,done
https://www.avito.ru/moskva/avtomobili/omoda_c5_1.5_cvt_2024_7346219063,done
https://www.avito.ru/sankt-peterburg/avtomobili/omoda_c5_1.5_cvt_2024_4579169369,done
https://www.avito.ru/yantarnyy/avtomobili/omoda_c5_1.6_amt_2023_40_000_km_7267992378,done
https://www.avito.ru/nizhniy_novgorod/avtomobili/omoda_c5_1.5_cvt_2024_7264572531,done
https://www.avito.ru/armavir/avtomobili/omoda_c5_1.5_cvt_2024_4742372517,done
https://www.avito.ru/mytischi/avtomobili/omoda_c5_1.6_amt_2023_28_000_km_7361427420,done
https://www.avito.ru/izhevsk/avtomobili/omoda_c5_1.5_cvt_2023_36_000_km_7402698786,err
https://www.avito.ru/magnitogorsk/avtomobili/exeed_lx_1.5_cvt_2024_4708950223,done
https://www.avito.ru/kazan/avtomobili/exeed_lx_1.5_cvt_2022_25_170_km_4703738996,err
https://www.avito.ru/chelyabinsk/avtomobili/exeed_lx_1.5_cvt_2024_4567276605,err
https://www.avito.ru/voronezh/avtomobili/exeed_lx_1.5_cvt_2024_4609034890,err
https://www.avito.ru/krasnodar/avtomobili/exeed_lx_1.5_cvt_2023_51_753_km_7343698017,done
https://www.avito.ru/ramenskoe/avtomobili/exeed_lx_1.5_cvt_2022_bityy_25_415_km_4665826178,done
https://www.avito.ru/kola/avtomobili/exeed_lx_1.5_cvt_2023_78_055_km_4665023521,done
https://www.avito.ru/moskva/avtomobili/exeed_lx_1.5_cvt_2023_43_546_km_7373090521,done
https://www.avito.ru/sankt-peterburg/avtomobili/exeed_lx_1.6_amt_2024_4422096724,err
https://www.avito.ru/sevastopol/avtomobili/exeed_lx_1.5_cvt_2023_13_000_km_4624981083,err
https://www.avito.ru/moskva/avtomobili/exeed_lx_1.6_amt_2024_1_300_km_7348759482,err
https://www.avito.ru/chelyabinsk/avtomobili/exeed_lx_1.5_cvt_2024_4567075431,err
https://www.avito.ru/krasnodar/avtomobili/exeed_lx_1.6_amt_2023_27_000_km_7258039603,done
https://www.avito.ru/samara/avtomobili/exeed_lx_1.5_cvt_2023_15_900_km_4686908144,done
https://www.avito.ru/chelyabinsk/avtomobili/exeed_lx_1.6_amt_2024_4439292163,err
https://www.avito.ru/krasnodar/avtomobili/exeed_lx_1.5_cvt_2023_10_000_km_3976034028,done
https://www.avito.ru/krasnodar/avtomobili/exeed_lx_1.5_cvt_2024_5_700_km_7344955409,err
https://www.avito.ru/azov/avtomobili/exeed_lx_1.6_amt_2022_23_000_km_7261385436,err
https://www.avito.ru/magnitogorsk/avtomobili/exeed_lx_1.5_cvt_2024_4613318950,err
https://www.avito.ru/kineshma/avtomobili/exeed_lx_1.5_cvt_2023_37_000_km_7251336979,done
https://www.avito.ru/moskva/avtomobili/geely_atlas_2.0_at_2024_7365786684,done
https://www.avito.ru/moskva/avtomobili/geely_atlas_2.4_at_2018_114_911_km_7238323151,done
https://www.avito.ru/sankt-peterburg/avtomobili/geely_atlas_2.4_at_2018_89_677_km_7321177895,done
https://www.avito.ru/orenburg/avtomobili/geely_atlas_2.4_at_2019_105_300_km_2158970037,done
https://www.avito.ru/surgut/avtomobili/geely_atlas_1.8_at_2019_78_000_km_7326088099,err
https://www.avito.ru/lyubertsy/avtomobili/geely_atlas_2.0_at_2024_4690156870,done
https://www.avito.ru/belgorod/avtomobili/geely_atlas_1.8_at_2021_bityy_110_713_km_7305713016,done
https://www.avito.ru/sankt-peterburg/avtomobili/geely_atlas_2.0_amt_2024_4833724933,done
https://www.avito.ru/kopeysk/avtomobili/geely_atlas_2.4_at_2021_77_000_km_7321012692,err
https://www.avito.ru/moskva/avtomobili/geely_atlas_2.0_at_2024_7365311213,done
https://www.avito.ru/arzamas/avtomobili/geely_atlas_pro_1.5_at_2022_27_000_km_4536064114,done
https://www.avito.ru/ivanovo/avtomobili/geely_atlas_1.8_at_2020_59_440_km_7374378388,err
https://www.avito.ru/sankt-peterburg/avtomobili/geely_atlas_2.4_at_2021_55_000_km_4502140857,done
https://www.avito.ru/izhevsk/avtomobili/geely_atlas_2.4_at_2018_93_000_km_7354121965,err
https://www.avito.ru/sankt-peterburg/avtomobili/geely_atlas_2.0_at_2024_7383288062,err
https://www.avito.ru/rostov-na-donu/avtomobili/geely_atlas_pro_1.5_amt_2022_62_000_km_7278049864,done
https://www.avito.ru/moskva/avtomobili/geely_atlas_pro_1.5_at_2024_40_593_km_7339426555,err
https://www.avito.ru/rostov-na-donu/avtomobili/geely_atlas_2.4_at_2019_141_000_km_7357262887,err
https://www.avito.ru/mahachkala/avtomobili/geely_atlas_1.5_amt_2025_50_km_7326116967,err
https://www.avito.ru/sankt-peterburg/avtomobili/geely_atlas_2.0_at_2024_5153786339,done
https://www.avito.ru/naberezhnye_chelny/avtomobili/geely_monjaro_2.0_at_2023_bityy_32_000_km_7307872571,done
https://www.avito.ru/istra/avtomobili/geely_monjaro_2.0_at_2023_bityy_22_611_km_7217584320,err
https://www.avito.ru/mahachkala/avtomobili/geely_monjaro_2.0_at_2023_11_000_km_7373055957,done
https://www.avito.ru/sankt-peterburg/avtomobili/geely_monjaro_2.0_at_2024_7383762147,err
https://www.avito.ru/sankt-peterburg/avtomobili/geely_monjaro_2.0_at_2024_8_000_km_7342057079,err
https://www.avito.ru/saratov/avtomobili/geely_monjaro_2.0_at_2023_9_800_km_7356985581,done
https://www.avito.ru/moskva/avtomobili/geely_monjaro_2.0_at_2025_3_km_7310838088,done
https://www.avito.ru/moskva/avtomobili/geely_monjaro_2.0_at_2024_7328332638,done
https://www.avito.ru/sankt-peterburg/avtomobili/geely_monjaro_2.0_at_2023_31_100_km_4695907564,err
https://www.avito.ru/moskva/avtomobili/geely_monjaro_2.0_at_2025_39_km_7237555186,err
